test_id,algorithm,original_category,identified_category_by_AI,identified_category_score,identified_algorithm_by_AI,identified_algorithm_score,response_success,overall_score,vulnerability_score,decryption_score,decryption_applicable,decryption_kind,decryption_acknowledged_infeasible,decryption_plaintext_similarity,decryption_plaintext_exact_match,reasoning_score,confidence,suggested_attacks_count,vulnerabilities_count,exact_match,category_match
test_166,BLAKE3,hash,hash,1.0,SHA-256,0.0,True,0.085,0.1,0.0,False,not_applicable,False,0.0,False,0.75,0.95,4,2,False,True
test_167,Substitution cipher,classical,classical,1.0,Vigenère cipher,0.0,True,0.206,0.1,0.375,True,plaintext_similarity,False,0.375,False,0.833,0.95,4,4,False,True
test_168,AES-GCM,modern_symmetric,modern symmetric,1.0,ChaCha20-Poly1305,0.0,True,0.1,0.1,0.0,True,none,False,0.0,False,0.9,0.95,3,2,False,True
test_169,RSA-2048,asymmetric,asymmetric,1.0,RSA-2048,1.0,True,0.6,0.0,0.0,True,none,False,0.0,False,1.0,0.98,3,2,True,True
test_170,Caesar cipher,classical,classical,1.0,Caesar cipher,1.0,True,0.917,0.567,1.0,True,plaintext_similarity,False,1.0,True,0.6,1.0,2,3,True,True
test_171,ECDSA (P-256),asymmetric,asymmetric,1.0,ECDSA (P-256),1.0,True,0.59,0.0,0.0,False,not_applicable,False,0.0,False,0.9,1.0,3,2,True,True
test_172,SHA-3-256,hash,hash,1.0,SHA-256,0.0,True,0.07,0.1,0.0,False,not_applicable,False,0.0,False,0.6,0.95,4,3,False,True
test_173,RSA-2048,asymmetric,asymmetric,1.0,RSA-2048,1.0,True,0.6,0.0,0.0,True,none,False,0.0,False,1.0,0.95,4,2,True,True
test_174,Substitution cipher,classical,classical,1.0,Vigenère cipher,0.0,True,0.175,0.1,0.25,True,plaintext_similarity,False,0.25,False,0.9,0.95,4,3,False,True
test_175,Substitution cipher,classical,classical,1.0,Vigenère cipher,0.0,True,0.11,0.1,0.0,True,none,False,0.0,False,1.0,0.95,4,3,False,True
test_176,AES-CBC,modern_symmetric,modern symmetric,1.0,AES-CBC,1.0,True,0.64,0.4,0.0,True,none,False,0.0,False,1.0,0.95,3,2,True,True
test_177,ChaCha20-Poly1305,modern_symmetric,modern symmetric,1.0,AES-GCM,0.0,True,0.11,0.1,0.0,True,none,False,0.0,False,1.0,0.95,3,1,False,True
test_178,Substitution cipher,classical,classical,1.0,Vigenère cipher,0.0,True,0.314,0.1,0.75,True,plaintext_similarity,False,0.75,False,0.786,0.95,4,4,False,True
test_179,AES-CBC,modern_symmetric,modern symmetric,1.0,AES-CBC,1.0,True,0.69,0.9,0.0,True,none,False,0.0,False,1.0,0.9,3,3,True,True
test_180,RSA-2048,asymmetric,asymmetric,1.0,RSA-2048,1.0,True,0.6,0.0,0.0,True,none,False,0.0,False,1.0,0.95,4,3,True,True
test_181,Substitution cipher,classical,classical,1.0,Substitution cipher,1.0,True,0.823,0.3,0.727,True,plaintext_similarity,False,0.727,False,0.75,0.95,3,3,True,True
test_182,ECDSA (P-256),asymmetric,asymmetric,1.0,ECDSA (P-256),1.0,True,0.59,0.0,0.0,False,not_applicable,True,0.0,False,0.9,0.95,3,2,True,True
test_183,Caesar cipher,classical,classical,1.0,Caesar cipher,1.0,True,0.836,0.133,0.875,True,plaintext_similarity,False,0.875,False,0.6,0.95,3,3,True,True
test_184,Caesar cipher,classical,classical,1.0,Caesar cipher,1.0,True,0.883,0.133,1.0,True,plaintext_similarity,False,1.0,True,0.7,0.95,3,3,True,True
test_185,SHA-256,hash,hash,1.0,SHA-256,1.0,True,0.61,0.4,0.0,False,not_applicable,False,0.0,False,0.7,0.98,4,2,True,True
test_186,AES-ECB,modern_symmetric,modern symmetric,1.0,AES-CBC,0.0,True,0.123,0.1,0.077,True,plaintext_similarity,False,0.077,False,0.9,0.9,3,2,False,True
test_187,ECDSA (P-256),asymmetric,asymmetric,1.0,ECDSA (P-256),1.0,True,0.57,0.0,0.0,False,not_applicable,True,0.0,False,0.7,1.0,4,2,True,True
test_188,AES-GCM,modern_symmetric,modern symmetric,1.0,AES-GCM,1.0,True,0.69,0.9,0.0,True,none,False,0.0,False,1.0,0.95,3,2,True,True
test_189,AES-CBC,modern_symmetric,modern symmetric,1.0,AES-CBC,1.0,True,0.632,0.4,0.0,True,none,False,0.0,False,0.917,0.95,3,2,True,True
test_190,AES-CBC,modern_symmetric,modern symmetric,1.0,AES-CBC,1.0,True,0.64,0.4,0.0,True,none,False,0.0,False,1.0,0.95,3,2,True,True
test_191,RSA-2048,asymmetric,asymmetric,1.0,RSA-2048,1.0,True,0.6,0.0,0.0,True,none,False,0.0,False,1.0,0.95,3,2,True,True
test_192,SHA-256,hash,hash,1.0,SHA-256,1.0,True,0.64,0.4,0.0,False,not_applicable,False,0.0,False,1.0,0.95,4,2,True,True
test_193,BLAKE3,hash,hash,1.0,SHA-256,0.0,True,0.085,0.1,0.0,False,not_applicable,False,0.0,False,0.75,0.95,4,3,False,True
test_194,AES-GCM,modern_symmetric,modern symmetric,1.0,AES-GCM,1.0,True,0.59,0.0,0.0,True,none,False,0.0,False,0.9,0.95,4,2,True,True
test_195,AES-CTR,modern_symmetric,modern symmetric,1.0,ChaCha20-Poly1305,0.0,True,0.11,0.1,0.0,True,none,False,0.0,False,1.0,0.95,3,2,False,True
test_196,SHA-3-256,hash,hash,1.0,SHA-256,0.0,True,0.08,0.1,0.0,False,not_applicable,False,0.0,False,0.7,0.95,4,2,False,True
test_197,AES-ECB,modern_symmetric,modern symmetric,1.0,AES-CBC,0.0,True,0.1,0.1,0.0,True,none,False,0.0,False,0.9,0.85,3,3,False,True
test_198,AES-ECB,modern_symmetric,modern symmetric,1.0,AES-CBC,0.0,True,0.1,0.1,0.0,True,none,False,0.0,False,0.9,0.8,3,3,False,True
test_199,SHA-256,hash,hash,1.0,SHA-256,1.0,True,0.63,0.4,0.0,False,not_applicable,False,0.0,False,0.9,0.95,4,2,True,True
test_200,Ed25519,asymmetric,asymmetric,1.0,Ed25519,1.0,True,0.63,0.4,0.0,False,not_applicable,False,0.0,False,0.9,0.95,3,2,True,True
test_201,ChaCha20-Poly1305,modern_symmetric,modern symmetric,1.0,AES-GCM,0.0,True,0.09,0.1,0.0,True,none,False,0.0,False,0.8,0.98,3,2,False,True
test_202,ChaCha20-Poly1305,modern_symmetric,modern symmetric,1.0,AES-GCM,0.0,True,0.102,0.1,0.0,True,none,False,0.0,False,0.917,0.95,3,2,False,True
test_203,SHA-3-256,hash,hash,1.0,SHA-256,0.0,True,0.085,0.1,0.0,False,not_applicable,False,0.0,False,0.75,0.95,4,3,False,True
test_204,RSA-4096,asymmetric,asymmetric,1.0,RSA-4096,1.0,True,0.6,0.0,0.0,True,none,False,0.0,False,1.0,0.98,3,2,True,True
test_205,AES-CTR,modern_symmetric,modern symmetric,1.0,ChaCha20-Poly1305,0.0,True,0.11,0.1,0.0,True,none,False,0.0,False,1.0,0.9,3,2,False,True
test_206,SHA-3-256,hash,hash,1.0,SHA-256,0.0,True,0.09,0.1,0.0,False,not_applicable,False,0.0,False,0.8,1.0,4,3,False,True
test_207,Substitution cipher,classical,classical,1.0,Vigenère cipher,0.0,True,0.239,0.1,0.429,True,plaintext_similarity,False,0.429,False,1.0,0.95,3,3,False,True
test_208,SHA-256,hash,hash,1.0,SHA-256,1.0,True,0.6,0.4,0.0,False,not_applicable,False,0.0,False,0.6,0.95,4,2,True,True
test_209,RSA-2048,asymmetric,asymmetric,1.0,RSA-2048,1.0,True,0.6,0.0,0.0,True,none,False,0.0,False,1.0,0.95,4,3,True,True
test_210,BLAKE3,hash,hash,1.0,SHA-256,0.0,True,0.08,0.1,0.0,False,not_applicable,False,0.0,False,0.7,0.95,4,2,False,True
test_211,Substitution cipher,classical,classical,1.0,Vigenère cipher,0.0,True,0.102,0.1,0.0,True,none,False,0.0,False,0.917,0.9,4,3,False,True
test_212,RSA-4096,asymmetric,asymmetric,1.0,RSA-4096,1.0,True,0.6,0.0,0.0,True,none,False,0.0,False,1.0,0.95,4,3,True,True
test_213,Ed25519,asymmetric,asymmetric,1.0,Ed25519,1.0,True,0.58,0.0,0.0,False,not_applicable,False,0.0,False,0.8,0.95,3,1,True,True
test_214,AES-ECB,modern_symmetric,modern symmetric,1.0,AES-CBC,0.0,True,0.11,0.1,0.0,True,none,False,0.0,False,1.0,0.85,3,2,False,True
test_215,BLAKE3,hash,hash,1.0,SHA-256,0.0,True,0.09,0.1,0.0,False,not_applicable,False,0.0,False,0.8,0.95,3,2,False,True
test_216,ChaCha20-Poly1305,modern_symmetric,modern symmetric,1.0,ChaCha20-Poly1305,1.0,True,0.578,0.0,0.0,True,none,False,0.0,False,0.775,0.95,3,2,True,True
test_217,Vigenère cipher,classical,classical,1.0,Vigenère cipher,1.0,True,0.62,0.3,0.0,True,none,False,0.0,False,0.9,0.9,4,4,True,True
test_218,RSA-2048,asymmetric,asymmetric,1.0,RSA-2048,1.0,True,0.6,0.0,0.0,True,none,False,0.0,False,1.0,0.95,4,3,True,True
test_219,BLAKE3,hash,hash,1.0,SHA-256,0.0,True,0.08,0.1,0.0,False,not_applicable,False,0.0,False,0.7,0.95,4,2,False,True
test_220,Substitution cipher,classical,unknown,0.0,unknown,0.0,True,0.0,0.0,0.0,True,none,False,0.0,False,0.0,0.5,0,0,False,False
test_221,SHA-3-256,hash,hash,1.0,SHA-256,0.0,True,0.09,0.1,0.0,False,not_applicable,False,0.0,False,0.8,1.0,4,2,False,True
test_222,SHA-256,hash,hash,1.0,SHA-256,1.0,True,0.6,0.3,0.0,False,not_applicable,False,0.0,False,0.7,0.95,4,3,True,True
test_223,RSA-2048,asymmetric,asymmetric,1.0,RSA-2048,1.0,True,0.613,0.133,0.0,True,none,False,0.0,False,1.0,0.95,4,3,True,True
test_224,Caesar cipher,classical,classical,1.0,Caesar cipher,1.0,True,0.873,0.133,1.0,True,plaintext_similarity,False,1.0,True,0.6,0.95,3,3,True,True
test_225,SHA-256,hash,hash,1.0,SHA-256,1.0,True,0.58,0.0,0.0,False,not_applicable,False,0.0,False,0.8,0.95,4,2,True,True
test_226,AES-ECB,modern_symmetric,modern symmetric,1.0,AES-CBC,0.0,True,0.102,0.1,0.0,True,none,False,0.0,False,0.917,0.8,3,2,False,True
test_227,BLAKE3,hash,hash,1.0,SHA-256,0.0,True,0.08,0.1,0.0,False,not_applicable,False,0.0,False,0.7,0.95,4,2,False,True
test_228,AES-ECB,modern_symmetric,modern symmetric,1.0,AES-ECB,1.0,True,0.647,0.567,0.0,True,none,False,0.0,False,0.9,0.75,3,3,True,True
test_229,RSA-4096,asymmetric,asymmetric,1.0,RSA-4096,1.0,True,0.6,0.0,0.0,True,none,False,0.0,False,1.0,0.95,3,2,True,True
test_230,AES-CTR,modern_symmetric,modern symmetric,1.0,ChaCha20-Poly1305,0.0,True,0.11,0.1,0.0,True,none,False,0.0,False,1.0,0.95,3,2,False,True
test_231,RSA-4096,asymmetric,asymmetric,1.0,RSA-4096,1.0,True,0.6,0.0,0.0,True,none,False,0.0,False,1.0,0.98,4,2,True,True
test_232,AES-GCM,modern_symmetric,modern symmetric,1.0,AES-GCM,1.0,True,0.59,0.0,0.0,True,none,False,0.0,False,0.9,0.95,3,2,True,True
test_233,AES-CTR,modern_symmetric,modern symmetric,1.0,ChaCha20-Poly1305,0.0,True,0.11,0.1,0.0,True,none,False,0.0,False,1.0,0.9,3,2,False,True
test_234,ChaCha20-Poly1305,modern_symmetric,modern symmetric,1.0,ChaCha20-Poly1305,1.0,True,0.583,0.0,0.0,True,none,False,0.0,False,0.833,0.95,3,2,True,True
test_235,RSA-4096,asymmetric,asymmetric,1.0,RSA-4096,1.0,True,0.6,0.0,0.0,True,none,False,0.0,False,1.0,0.95,4,2,True,True
test_236,Caesar cipher,classical,classical,1.0,Caesar cipher,1.0,True,0.841,0.133,0.875,True,plaintext_similarity,False,0.875,False,0.65,1.0,3,3,True,True
test_237,ECDSA (P-256),asymmetric,asymmetric,1.0,ECDSA (P-256),1.0,True,0.58,0.0,0.0,False,not_applicable,False,0.0,False,0.8,0.95,3,1,True,True
test_238,Ed25519,asymmetric,asymmetric,1.0,Ed25519,1.0,True,0.65,0.5,0.0,False,not_applicable,False,0.0,False,1.0,0.95,3,1,True,True
test_239,AES-CTR,modern_symmetric,modern symmetric,1.0,ChaCha20-Poly1305,0.0,True,0.102,0.1,0.0,True,none,False,0.0,False,0.917,0.95,3,2,False,True
test_240,ECDSA (P-256),asymmetric,asymmetric,1.0,ECDSA (P-256),1.0,True,0.575,0.0,0.0,False,not_applicable,True,0.0,False,0.75,0.98,4,2,True,True
test_241,Ed25519,asymmetric,asymmetric,1.0,Ed25519,1.0,True,0.58,0.0,0.0,False,not_applicable,True,0.0,False,0.8,0.98,3,2,True,True
test_242,AES-CBC,modern_symmetric,modern symmetric,1.0,AES-CBC,1.0,True,0.64,0.4,0.0,True,none,False,0.0,False,1.0,0.9,3,2,True,True
test_243,ChaCha20-Poly1305,modern_symmetric,modern symmetric,1.0,AES-GCM,0.0,True,0.1,0.1,0.0,True,none,False,0.0,False,0.9,0.95,3,2,False,True
test_244,Substitution cipher,classical,classical,1.0,Vigenère cipher,0.0,True,0.196,0.1,0.286,True,plaintext_similarity,False,0.286,False,1.0,0.95,4,4,False,True
test_245,ChaCha20-Poly1305,modern_symmetric,modern symmetric,1.0,AES-GCM,0.0,True,0.11,0.1,0.0,True,none,False,0.0,False,1.0,0.95,4,2,False,True
test_246,AES-GCM,modern_symmetric,modern symmetric,1.0,AES-GCM,1.0,True,0.625,0.0,0.083,True,plaintext_similarity,False,0.083,False,1.0,0.95,4,2,True,True
test_247,BLAKE3,hash,hash,1.0,SHA-256,0.0,True,0.085,0.1,0.0,False,not_applicable,False,0.0,False,0.75,0.95,4,3,False,True
test_248,Caesar cipher,classical,classical,1.0,Caesar cipher,1.0,True,0.903,0.133,1.0,True,plaintext_similarity,False,1.0,True,0.9,1.0,3,3,True,True
test_249,RSA-4096,asymmetric,asymmetric,1.0,RSA-4096,1.0,True,0.6,0.0,0.0,True,none,False,0.0,False,1.0,0.95,4,3,True,True
test_250,Ed25519,asymmetric,asymmetric,1.0,Ed25519,1.0,True,0.6,0.0,0.0,False,not_applicable,True,0.0,False,1.0,0.98,3,2,True,True
test_251,AES-GCM,modern_symmetric,modern symmetric,1.0,AES-GCM,1.0,True,0.6,0.0,0.0,True,none,False,0.0,False,1.0,0.95,3,2,True,True
test_252,SHA-3-256,hash,hash,1.0,SHA-256,0.0,True,0.08,0.1,0.0,False,not_applicable,False,0.0,False,0.7,0.95,4,3,False,True
test_253,RSA-2048,asymmetric,asymmetric,1.0,RSA-2048,1.0,True,0.613,0.133,0.0,True,none,False,0.0,False,1.0,0.95,4,3,True,True
test_254,AES-GCM,modern_symmetric,modern symmetric,1.0,AES-GCM,1.0,True,0.6,0.0,0.0,True,none,False,0.0,False,1.0,0.95,3,2,True,True
test_255,Vigenère cipher,classical,classical,1.0,Vigenère cipher,1.0,True,0.655,0.3,0.111,True,plaintext_similarity,False,0.111,False,0.917,0.95,4,3,True,True
test_256,Vigenère cipher,classical,classical,1.0,Vigenère cipher,1.0,True,0.682,0.3,0.2,True,plaintext_similarity,False,0.2,False,0.917,0.95,4,4,True,True
test_257,AES-GCM,modern_symmetric,modern symmetric,1.0,ChaCha20-Poly1305,0.0,True,0.102,0.1,0.0,True,none,False,0.0,False,0.917,0.95,3,2,False,True
test_258,AES-CBC,modern_symmetric,modern symmetric,1.0,AES-CBC,1.0,True,0.677,0.4,0.125,True,plaintext_similarity,False,0.125,False,1.0,0.95,3,2,True,True
test_259,ECDSA (P-256),asymmetric,asymmetric,1.0,ECDSA (P-256),1.0,True,0.58,0.0,0.0,False,not_applicable,True,0.0,False,0.8,0.95,3,2,True,True
test_260,AES-CTR,modern_symmetric,modern symmetric,1.0,ChaCha20-Poly1305,0.0,True,0.11,0.1,0.0,True,none,False,0.0,False,1.0,0.9,3,2,False,True
test_261,Substitution cipher,classical,classical,1.0,Vigenère cipher,0.0,True,0.1,0.1,0.0,True,none,False,0.0,False,0.9,0.9,4,3,False,True
test_262,RSA-2048,asymmetric,asymmetric,1.0,RSA-2048,1.0,True,0.656,0.133,0.143,True,plaintext_similarity,False,0.143,False,1.0,0.95,4,3,True,True
test_263,Vigenère cipher,classical,classical,1.0,Vigenère cipher,1.0,True,0.613,0.3,0.0,True,none,False,0.0,False,0.833,0.9,4,3,True,True
test_264,AES-CTR,modern_symmetric,modern symmetric,1.0,ChaCha20-Poly1305,0.0,True,0.1,0.1,0.0,True,none,False,0.0,False,0.9,0.9,3,2,False,True
test_265,AES-CBC,modern_symmetric,modern symmetric,1.0,AES-CBC,1.0,True,0.632,0.4,0.0,True,none,False,0.0,False,0.917,0.95,3,2,True,True
test_266,AES-GCM,modern_symmetric,modern symmetric,1.0,AES-GCM,1.0,True,0.65,0.0,0.167,True,plaintext_similarity,False,0.167,False,1.0,0.95,4,2,True,True
test_267,Vigenère cipher,classical,classical,1.0,Vigenère cipher,1.0,True,0.616,0.3,0.0,True,none,False,0.0,False,0.857,0.95,3,3,True,True
test_268,SHA-3-256,hash,hash,1.0,SHA-256,0.0,True,0.09,0.1,0.0,False,not_applicable,False,0.0,False,0.8,0.95,4,3,False,True
test_269,ChaCha20-Poly1305,modern_symmetric,modern symmetric,1.0,ChaCha20-Poly1305,1.0,True,0.6,0.0,0.0,True,none,False,0.0,False,1.0,0.98,3,2,True,True
test_270,AES-CTR,modern_symmetric,modern symmetric,1.0,ChaCha20-Poly1305,0.0,True,0.11,0.1,0.0,True,none,False,0.0,False,1.0,0.9,3,2,False,True
test_271,SHA-3-256,hash,hash,1.0,SHA-256,0.0,True,0.09,0.1,0.0,False,not_applicable,False,0.0,False,0.8,0.95,3,3,False,True
test_272,SHA-256,hash,hash,1.0,SHA-256,1.0,True,0.62,0.4,0.0,False,not_applicable,False,0.0,False,0.8,0.95,4,2,True,True
test_273,Caesar cipher,classical,classical,1.0,Caesar cipher,1.0,True,0.844,0.567,0.75,True,plaintext_similarity,False,0.75,False,0.625,0.95,3,3,True,True
test_274,RSA-4096,asymmetric,asymmetric,1.0,RSA-4096,1.0,True,0.64,0.4,0.0,True,none,False,0.0,False,1.0,0.95,3,2,True,True
test_275,ChaCha20-Poly1305,modern_symmetric,modern symmetric,1.0,AES-GCM,0.0,True,0.11,0.1,0.0,True,none,False,0.0,False,1.0,0.95,3,2,False,True
test_276,RSA-4096,asymmetric,asymmetric,1.0,RSA-4096,1.0,True,0.6,0.0,0.0,True,none,False,0.0,False,1.0,0.95,4,3,True,True
test_277,ChaCha20-Poly1305,modern_symmetric,modern symmetric,1.0,AES-GCM,0.0,True,0.11,0.1,0.0,True,none,False,0.0,False,1.0,0.95,3,2,False,True
test_278,AES-GCM,modern_symmetric,modern symmetric,1.0,ChaCha20-Poly1305,0.0,True,0.11,0.1,0.0,True,none,False,0.0,False,1.0,0.95,3,2,False,True
test_279,Substitution cipher,classical,unknown,0.0,unknown,0.0,True,0.0,0.0,0.0,True,none,False,0.0,False,0.0,0.5,0,0,False,False
test_280,SHA-256,hash,hash,1.0,SHA-256,1.0,True,0.6,0.3,0.0,False,not_applicable,False,0.0,False,0.7,0.95,4,3,True,True
test_281,SHA-256,hash,hash,1.0,SHA-256,1.0,True,0.61,0.4,0.0,False,not_applicable,False,0.0,False,0.7,0.95,4,2,True,True
test_282,Ed25519,asymmetric,asymmetric,1.0,Ed25519,1.0,True,0.63,0.4,0.0,False,not_applicable,False,0.0,False,0.9,0.95,4,2,True,True
test_283,AES-GCM,modern_symmetric,modern symmetric,1.0,ChaCha20-Poly1305,0.0,True,0.11,0.1,0.0,True,none,False,0.0,False,1.0,0.95,3,2,False,True
test_284,Ed25519,asymmetric,asymmetric,1.0,Ed25519,1.0,True,0.63,0.4,0.0,False,not_applicable,True,0.0,False,0.9,0.95,3,2,True,True
test_285,RSA-4096,asymmetric,asymmetric,1.0,RSA-4096,1.0,True,0.59,0.0,0.0,True,none,False,0.0,False,0.9,0.95,4,3,True,True
test_286,ECDSA (P-256),asymmetric,asymmetric,1.0,ECDSA (P-256),1.0,True,0.583,0.0,0.0,False,not_applicable,False,0.0,False,0.833,0.98,3,2,True,True
test_287,SHA-256,hash,hash,1.0,SHA-256,1.0,True,0.61,0.3,0.0,False,not_applicable,False,0.0,False,0.8,0.95,4,3,True,True
test_288,SHA-256,hash,hash,1.0,SHA-256,1.0,True,0.615,0.4,0.0,False,not_applicable,False,0.0,False,0.75,0.95,4,2,True,True
test_289,SHA-256,hash,hash,1.0,SHA-256,1.0,True,0.61,0.3,0.0,False,not_applicable,False,0.0,False,0.8,0.95,4,3,True,True
test_290,SHA-256,hash,hash,1.0,SHA-256,1.0,True,0.63,0.4,0.0,False,not_applicable,False,0.0,False,0.9,0.95,4,2,True,True
test_291,Caesar cipher,classical,classical,1.0,Caesar cipher,1.0,True,0.773,0.133,0.667,True,plaintext_similarity,False,0.667,False,0.6,0.95,3,3,True,True
test_292,RSA-4096,asymmetric,asymmetric,1.0,RSA-4096,1.0,True,0.6,0.0,0.0,True,none,False,0.0,False,1.0,0.98,4,2,True,True
test_293,RSA-4096,asymmetric,asymmetric,1.0,RSA-4096,1.0,True,0.6,0.0,0.0,True,ack_infeasible,True,0.0,False,1.0,0.95,4,3,True,True
test_294,RSA-4096,asymmetric,asymmetric,1.0,RSA-4096,1.0,True,0.6,0.0,0.0,True,none,False,0.0,False,1.0,0.95,4,3,True,True
test_295,BLAKE3,hash,hash,1.0,SHA-256,0.0,True,0.085,0.1,0.0,False,not_applicable,False,0.0,False,0.75,0.95,4,3,False,True
test_296,AES-ECB,modern_symmetric,modern symmetric,1.0,AES-CBC,0.0,True,0.1,0.1,0.0,True,none,False,0.0,False,0.9,0.9,3,3,False,True
test_297,Caesar cipher,classical,classical,1.0,Caesar cipher,1.0,True,0.893,0.133,1.0,True,plaintext_similarity,False,1.0,True,0.8,0.95,3,3,True,True
test_298,BLAKE3,hash,hash,1.0,SHA-256,0.0,True,0.077,0.1,0.0,False,not_applicable,False,0.0,False,0.667,0.95,4,2,False,True
test_299,SHA-3-256,hash,hash,1.0,SHA-256,0.0,True,0.08,0.1,0.0,False,not_applicable,False,0.0,False,0.7,0.95,4,2,False,True
test_300,AES-ECB,modern_symmetric,modern symmetric,1.0,AES-ECB,1.0,True,0.647,0.467,0.0,True,none,False,0.0,False,1.0,0.85,3,4,True,True
test_301,RSA-4096,asymmetric,asymmetric,1.0,RSA-4096,1.0,True,0.592,0.0,0.0,True,none,False,0.0,False,0.917,0.95,4,2,True,True
test_302,AES-CBC,modern_symmetric,modern symmetric,1.0,AES-CBC,1.0,True,0.64,0.4,0.0,True,none,False,0.0,False,1.0,0.9,3,2,True,True
test_303,Ed25519,asymmetric,asymmetric,1.0,Ed25519,1.0,True,0.6,0.0,0.0,False,not_applicable,True,0.0,False,1.0,0.95,3,2,True,True
test_304,AES-ECB,modern_symmetric,modern symmetric,1.0,AES-CBC,0.0,True,0.09,0.1,0.0,True,none,False,0.0,False,0.8,0.88,3,2,False,True
test_305,AES-CTR,modern_symmetric,modern symmetric,1.0,ChaCha20-Poly1305,0.0,True,0.11,0.1,0.0,True,none,False,0.0,False,1.0,0.9,3,2,False,True
test_306,AES-ECB,modern_symmetric,modern symmetric,1.0,AES-CBC,0.0,True,0.11,0.1,0.0,True,none,False,0.0,False,1.0,0.85,3,2,False,True
test_307,SHA-3-256,hash,hash,1.0,SHA-256,0.0,True,0.093,0.1,0.0,False,not_applicable,False,0.0,False,0.833,0.95,4,2,False,True
test_308,Substitution cipher,classical,classical,1.0,Substitution cipher,1.0,True,0.722,0.8,0.222,True,plaintext_similarity,False,0.222,False,0.75,0.95,3,4,True,True
test_309,Ed25519,asymmetric,asymmetric,1.0,Ed25519,1.0,True,0.64,0.4,0.0,False,not_applicable,True,0.0,False,1.0,0.98,3,2,True,True
test_310,AES-ECB,modern_symmetric,modern symmetric,1.0,AES-CBC,0.0,True,0.1,0.1,0.0,True,none,False,0.0,False,0.9,0.85,3,3,False,True
test_311,Substitution cipher,classical,classical,1.0,Substitution cipher,1.0,True,0.851,0.3,0.846,True,plaintext_similarity,False,0.846,False,0.667,1.0,3,3,True,True
test_312,AES-CTR,modern_symmetric,modern symmetric,1.0,ChaCha20-Poly1305,0.0,True,0.137,0.1,0.091,True,plaintext_similarity,False,0.091,False,1.0,0.9,3,2,False,True
test_313,SHA-256,hash,hash,1.0,SHA-256,1.0,True,0.58,0.0,0.0,False,not_applicable,False,0.0,False,0.8,0.95,4,2,True,True
test_314,Caesar cipher,classical,classical,1.0,Caesar cipher,1.0,True,0.912,0.567,1.0,True,plaintext_similarity,False,1.0,False,0.55,1.0,3,3,True,True
test_315,ECDSA (P-256),asymmetric,asymmetric,1.0,ECDSA (P-256),1.0,True,0.575,0.0,0.0,False,not_applicable,False,0.0,False,0.75,1.0,4,2,True,True
test_316,RSA-2048,asymmetric,asymmetric,1.0,RSA-2048,1.0,True,0.59,0.0,0.0,True,none,False,0.0,False,0.9,0.98,4,3,True,True
test_317,BLAKE3,hash,hash,1.0,SHA-256,0.0,True,0.09,0.1,0.0,False,not_applicable,False,0.0,False,0.8,0.95,3,2,False,True
test_318,ECDSA (P-256),asymmetric,asymmetric,1.0,ECDSA (P-256),1.0,True,0.575,0.0,0.0,False,not_applicable,True,0.0,False,0.75,0.98,3,2,True,True
test_319,Caesar cipher,classical,classical,1.0,Caesar cipher,1.0,True,0.858,0.133,0.917,True,plaintext_similarity,False,0.917,False,0.7,1.0,3,3,True,True
test_320,Substitution cipher,classical,classical,1.0,Vigenère cipher,0.0,True,0.185,0.1,0.25,True,plaintext_similarity,False,0.25,False,1.0,0.95,4,4,False,True
test_321,ChaCha20-Poly1305,modern_symmetric,modern symmetric,1.0,AES-GCM,0.0,True,0.11,0.1,0.0,True,none,False,0.0,False,1.0,0.95,3,2,False,True
test_322,AES-CTR,modern_symmetric,modern symmetric,1.0,ChaCha20-Poly1305,0.0,True,0.11,0.1,0.0,True,none,False,0.0,False,1.0,0.9,3,2,False,True
test_323,SHA-256,hash,hash,1.0,SHA-256,1.0,True,0.578,0.0,0.0,False,not_applicable,False,0.0,False,0.775,0.95,4,2,True,True
test_324,BLAKE3,hash,hash,1.0,SHA-256,0.0,True,0.077,0.1,0.0,False,not_applicable,False,0.0,False,0.667,0.95,4,2,False,True
test_325,ECDSA (P-256),asymmetric,asymmetric,1.0,ECDSA (P-256),1.0,True,0.575,0.0,0.0,False,not_applicable,True,0.0,False,0.75,1.0,4,2,True,True
test_326,RSA-2048,asymmetric,asymmetric,1.0,RSA-2048,1.0,True,0.713,0.133,0.333,True,plaintext_similarity,False,0.333,False,1.0,0.95,4,3,True,True
test_327,Ed25519,asymmetric,asymmetric,1.0,Ed25519,1.0,True,0.62,0.3,0.0,False,not_applicable,True,0.0,False,0.9,0.95,3,3,True,True
test_328,BLAKE3,hash,hash,1.0,SHA-256,0.0,True,0.09,0.1,0.0,False,not_applicable,False,0.0,False,0.8,0.9,4,2,False,True
test_329,RSA-4096,asymmetric,asymmetric,1.0,RSA-4096,1.0,True,0.6,0.0,0.0,True,none,False,0.0,False,1.0,0.95,4,2,True,True
test_330,Caesar cipher,classical,classical,1.0,Caesar cipher,1.0,True,0.937,0.567,1.0,True,plaintext_similarity,False,1.0,True,0.8,1.0,3,3,True,True
test_331,Ed25519,asymmetric,asymmetric,1.0,Ed25519,1.0,True,0.62,0.4,0.0,False,not_applicable,True,0.0,False,0.8,0.98,3,2,True,True
test_332,BLAKE3,hash,hash,1.0,SHA-256,0.0,True,0.085,0.1,0.0,False,not_applicable,False,0.0,False,0.75,0.95,4,2,False,True
