test_id,algorithm,original_category,identified_category_by_AI,identified_category_score,identified_algorithm_by_AI,identified_algorithm_score,response_success,overall_score,vulnerability_score,decryption_score,reasoning_score,confidence,suggested_attacks_count,vulnerabilities_count,exact_match,category_match
test_203,SHA-3-256,hash,hash,1.0,SHA-256,0.0,True,0.1,0.1,0.0,0.9,0.95,3,3,False,True
test_204,RSA-4096,asymmetric,asymmetric,1.0,RSA-4096,1.0,True,0.592,0.0,0.0,0.917,1.0,3,3,True,True
test_205,AES-CTR,modern_symmetric,modern symmetric,1.0,AES-CTR,1.0,True,0.586,0.0,0.0,0.857,0.95,3,3,True,True
test_206,SHA-3-256,hash,hash,1.0,SHA-256,0.0,True,0.09,0.0,0.0,0.9,1.0,2,0,False,True
test_207,Substitution cipher,classical,classical,1.0,Substitution cipher,1.0,True,0.926,0.4,1.0,0.857,1.0,3,2,True,True
test_208,SHA-256,hash,hash,1.0,SHA-256,1.0,True,0.7,1.0,0.0,1.0,0.95,4,2,True,True
test_209,RSA-2048,asymmetric,asymmetric,1.0,RSA-2048,1.0,True,0.613,0.2,0.0,0.929,1.0,1,0,True,True
test_210,BLAKE3,hash,hash,1.0,SHA-256,0.0,True,0.11,0.1,0.0,1.0,0.95,2,2,False,True
test_211,Substitution cipher,classical,classical,1.0,Substitution cipher,1.0,True,0.895,0.2,1.0,0.75,1.0,4,4,True,True
test_212,RSA-4096,asymmetric,asymmetric,1.0,RSA-4096,1.0,True,0.6,0.0,0.0,1.0,1.0,2,1,True,True
test_213,Ed25519,asymmetric,asymmetric,1.0,ECDSA (P-256),0.0,True,0.093,0.1,0.0,0.833,0.95,3,3,False,True
test_214,AES-ECB,modern_symmetric,modern symmetric,1.0,AES-ECB,1.0,True,0.644,0.567,0.0,0.875,0.95,3,3,True,True
test_215,BLAKE3,hash,hash,1.0,SHA-256,0.0,True,0.093,0.1,0.0,0.833,0.95,2,2,False,True
test_216,ChaCha20-Poly1305,modern_symmetric,modern symmetric,1.0,AES-GCM,0.0,True,0.103,0.1,0.0,0.929,0.95,3,1,False,True
test_217,Vigenère cipher,classical,classical,1.0,Vigenère cipher,1.0,True,0.703,0.3,0.273,0.917,0.95,4,4,True,True
test_218,RSA-2048,asymmetric,asymmetric,1.0,RSA-2048,1.0,True,0.6,0.0,0.0,1.0,0.99,3,2,True,True
test_219,BLAKE3,hash,hash,1.0,SHA-256,0.0,True,0.11,0.1,0.0,1.0,0.95,2,1,False,True
test_220,Substitution cipher,classical,classical,1.0,Substitution cipher,1.0,True,0.68,0.3,0.222,0.833,0.92,4,3,True,True
test_221,SHA-3-256,hash,hash,1.0,SHA-256,0.0,True,0.083,0.0,0.0,0.833,0.98,2,0,False,True
test_222,SHA-256,hash,hash,1.0,SHA-256,1.0,True,0.675,1.0,0.0,0.75,0.95,3,2,True,True
test_223,RSA-2048,asymmetric,asymmetric,1.0,RSA-2048,1.0,True,0.6,0.0,0.0,1.0,1.0,3,2,True,True
test_224,Caesar cipher,classical,classical,1.0,Caesar cipher,1.0,True,0.947,0.9,1.0,0.571,1.0,4,4,True,True
test_225,SHA-256,hash,hash,1.0,SHA-256,1.0,True,0.65,0.5,0.0,1.0,0.95,2,1,True,True
test_226,AES-ECB,modern_symmetric,modern symmetric,1.0,AES-ECB,1.0,True,0.632,0.467,0.0,0.857,0.95,4,4,True,True
test_227,BLAKE3,hash,hash,1.0,SHA-256,0.0,True,0.102,0.1,0.0,0.917,0.95,3,1,False,True
test_228,AES-ECB,modern_symmetric,modern symmetric,1.0,AES-ECB,1.0,True,0.606,0.133,0.0,0.929,0.85,4,3,True,True
test_229,RSA-4096,asymmetric,asymmetric,1.0,RSA-4096,1.0,True,0.632,0.4,0.0,0.917,1.0,3,2,True,True
test_230,AES-CTR,modern_symmetric,modern symmetric,1.0,AES-GCM,0.0,True,0.098,0.1,0.0,0.875,0.92,3,2,False,True
test_231,RSA-4096,asymmetric,asymmetric,1.0,RSA-4096,1.0,True,0.592,0.0,0.0,0.917,1.0,3,2,True,True
test_232,AES-GCM,modern_symmetric,modern symmetric,1.0,AES-GCM,1.0,True,0.59,0.0,0.0,0.9,0.95,3,1,True,True
test_233,AES-CTR,modern_symmetric,modern symmetric,1.0,AES-CTR,1.0,True,0.594,0.0,0.0,0.938,0.92,3,2,True,True
test_234,ChaCha20-Poly1305,modern_symmetric,modern symmetric,1.0,AES-GCM,0.0,True,0.1,0.0,0.0,1.0,0.95,3,0,False,True
test_235,RSA-4096,asymmetric,asymmetric,1.0,RSA-4096,1.0,True,0.695,0.2,0.25,1.0,1.0,1,0,True,True
test_236,Caesar cipher,classical,classical,1.0,Caesar cipher,1.0,True,0.905,0.133,1.0,0.917,1.0,3,3,True,True
test_237,ECDSA (P-256),asymmetric,asymmetric,1.0,ECDSA (P-256),1.0,True,0.583,0.0,0.0,0.833,1.0,3,2,True,True
test_238,Ed25519,asymmetric,asymmetric,1.0,ECDSA (P-256),0.0,True,0.103,0.1,0.0,0.929,0.95,2,2,False,True
test_239,AES-CTR,modern_symmetric,modern symmetric,1.0,AES-CTR,1.0,True,0.69,0.9,0.0,1.0,0.95,3,2,True,True
test_240,ECDSA (P-256),asymmetric,asymmetric,1.0,ECDSA (P-256),1.0,True,0.592,0.0,0.0,0.917,1.0,3,3,True,True
test_241,Ed25519,asymmetric,asymmetric,1.0,Ed25519,1.0,True,0.62,0.2,0.0,1.0,1.0,0,0,True,True
test_242,AES-CBC,modern_symmetric,modern symmetric,1.0,AES-CBC,1.0,True,0.619,0.3,0.0,0.889,0.95,3,3,True,True
test_243,ChaCha20-Poly1305,modern_symmetric,modern symmetric,1.0,AES-GCM,0.0,True,0.11,0.1,0.0,1.0,0.95,3,2,False,True
test_244,Substitution cipher,classical,classical,1.0,Vigenère cipher,0.0,True,0.093,0.1,0.0,0.833,0.9,4,4,False,True
test_245,ChaCha20-Poly1305,modern_symmetric,modern symmetric,1.0,AES-GCM,0.0,True,0.102,0.1,0.0,0.917,0.95,3,1,False,True
test_246,AES-GCM,modern_symmetric,modern symmetric,1.0,ChaCha20-Poly1305,0.0,True,0.103,0.1,0.0,0.929,0.95,3,1,False,True
test_247,BLAKE3,hash,hash,1.0,SHA-256,0.0,True,0.102,0.1,0.0,0.917,1.0,3,2,False,True
test_248,Caesar cipher,classical,classical,1.0,Substitution cipher,0.0,True,0.395,0.1,1.0,0.85,1.0,4,5,False,True
test_249,RSA-4096,asymmetric,asymmetric,1.0,RSA-4096,1.0,True,0.635,0.0,0.143,0.917,1.0,3,2,True,True
test_250,Ed25519,asymmetric,asymmetric,1.0,Ed25519,1.0,True,0.603,0.2,0.0,0.833,1.0,2,0,True,True
test_251,AES-GCM,modern_symmetric,modern symmetric,1.0,AES-GCM,1.0,True,0.613,0.2,0.0,0.929,0.95,3,0,True,True
test_252,SHA-3-256,hash,hash,1.0,SHA-256,0.0,True,0.102,0.1,0.0,0.917,0.99,3,2,False,True
test_253,RSA-2048,asymmetric,asymmetric,1.0,RSA-2048,1.0,True,0.59,0.0,0.0,0.9,1.0,3,2,True,True
test_254,AES-GCM,modern_symmetric,modern symmetric,1.0,AES-GCM,1.0,True,0.614,0.2,0.0,0.938,0.95,3,0,True,True
test_255,Vigenère cipher,classical,classical,1.0,Substitution cipher,0.0,True,0.1,0.1,0.0,0.9,0.85,4,3,False,True
test_256,Vigenère cipher,classical,classical,1.0,Substitution cipher,0.0,True,0.103,0.1,0.0,0.929,0.95,5,4,False,True
test_257,AES-GCM,modern_symmetric,modern symmetric,1.0,ChaCha20-Poly1305,0.0,True,0.143,0.1,0.111,1.0,0.95,3,1,False,True
test_258,AES-CBC,modern_symmetric,modern symmetric,1.0,AES-CBC,1.0,True,0.618,0.3,0.0,0.875,0.95,3,3,True,True
test_259,ECDSA (P-256),asymmetric,asymmetric,1.0,ECDSA (P-256),1.0,True,0.626,0.4,0.0,0.857,1.0,4,2,True,True
test_260,AES-CTR,modern_symmetric,modern symmetric,1.0,AES-CTR,1.0,True,0.68,0.8,0.0,1.0,0.95,3,3,True,True
test_261,Substitution cipher,classical,classical,1.0,Substitution cipher,1.0,True,0.904,0.3,1.0,0.737,1.0,5,3,True,True
test_262,RSA-2048,asymmetric,asymmetric,1.0,RSA-2048,1.0,True,0.593,0.0,0.0,0.929,1.0,3,2,True,True
test_263,Vigenère cipher,classical,classical,1.0,Vigenère cipher,1.0,True,0.641,0.3,0.091,0.833,0.9,4,3,True,True
test_264,AES-CTR,modern_symmetric,modern symmetric,1.0,AES-CTR,1.0,True,0.592,0.0,0.0,0.917,0.9,3,2,True,True
test_265,AES-CBC,modern_symmetric,modern symmetric,1.0,AES-CBC,1.0,True,0.683,0.9,0.0,0.929,0.95,3,3,True,True
test_266,AES-GCM,modern_symmetric,modern symmetric,1.0,AES-GCM,1.0,True,0.783,0.9,0.333,0.929,0.95,3,2,True,True
test_267,Vigenère cipher,classical,classical,1.0,Vigenère cipher,1.0,True,0.63,0.3,0.0,1.0,0.92,3,3,True,True
test_268,SHA-3-256,hash,hash,1.0,SHA-256,0.0,True,0.102,0.1,0.0,0.917,0.95,2,2,False,True
test_269,ChaCha20-Poly1305,modern_symmetric,modern symmetric,1.0,ChaCha20-Poly1305,1.0,True,0.62,0.2,0.0,1.0,0.95,3,0,True,True
test_270,AES-CTR,modern_symmetric,modern symmetric,1.0,AES-CTR,1.0,True,0.6,0.0,0.0,1.0,0.95,3,3,True,True
test_271,SHA-3-256,hash,hash,1.0,SHA-256,0.0,True,0.11,0.1,0.0,1.0,0.95,2,2,False,True
test_272,SHA-256,hash,hash,1.0,SHA-256,1.0,True,0.622,0.3,0.0,0.917,0.95,2,3,True,True
test_273,Caesar cipher,classical,classical,1.0,Substitution cipher,0.0,True,0.093,0.1,0.0,0.833,0.95,3,3,False,True
test_274,RSA-4096,asymmetric,asymmetric,1.0,RSA-4096,1.0,True,0.612,0.2,0.0,0.917,1.0,4,0,True,True
test_275,ChaCha20-Poly1305,modern_symmetric,modern symmetric,1.0,AES-GCM,0.0,True,0.092,0.0,0.0,0.917,0.95,3,0,False,True
test_276,RSA-4096,asymmetric,asymmetric,1.0,RSA-4096,1.0,True,0.6,0.0,0.0,1.0,1.0,3,2,True,True
test_277,ChaCha20-Poly1305,modern_symmetric,modern symmetric,1.0,AES-GCM,0.0,True,0.11,0.1,0.0,1.0,0.95,4,2,False,True
test_278,AES-GCM,modern_symmetric,modern symmetric,1.0,AES-GCM,1.0,True,0.614,0.2,0.0,0.938,0.98,2,0,True,True
test_279,Substitution cipher,classical,classical,1.0,Substitution cipher,1.0,True,0.906,0.2,1.0,0.857,1.0,4,4,True,True
test_280,SHA-256,hash,hash,1.0,SHA-256,1.0,True,0.632,0.4,0.0,0.917,1.0,3,2,True,True
test_281,SHA-256,hash,hash,1.0,SHA-256,1.0,True,0.642,0.5,0.0,0.917,0.95,3,1,True,True
test_282,Ed25519,asymmetric,asymmetric,1.0,Ed25519,1.0,True,0.612,0.2,0.0,0.917,1.0,2,0,True,True
test_283,AES-GCM,modern_symmetric,modern symmetric,1.0,ChaCha20-Poly1305,0.0,True,0.11,0.1,0.0,1.0,0.95,2,1,False,True
test_284,Ed25519,asymmetric,asymmetric,1.0,Ed25519,1.0,True,0.583,0.0,0.0,0.833,0.95,3,1,True,True
test_285,RSA-4096,asymmetric,asymmetric,1.0,RSA-4096,1.0,True,0.637,0.2,0.083,0.917,1.0,1,0,True,True
test_286,ECDSA (P-256),asymmetric,asymmetric,1.0,ECDSA (P-256),1.0,True,0.613,0.3,0.0,0.833,1.0,3,3,True,True
test_287,SHA-256,hash,hash,1.0,SHA-256,1.0,True,0.642,0.5,0.0,0.917,1.0,2,1,True,True
test_288,SHA-256,hash,hash,1.0,SHA-256,1.0,True,0.692,1.0,0.0,0.917,0.95,3,2,True,True
test_289,SHA-256,hash,hash,1.0,SHA-256,1.0,True,0.692,1.0,0.0,0.917,0.95,2,2,True,True
test_290,SHA-256,hash,hash,1.0,SHA-256,1.0,True,0.65,0.5,0.0,1.0,0.95,3,1,True,True
test_291,Caesar cipher,classical,classical,1.0,Substitution cipher,0.0,True,0.402,0.1,1.0,0.917,1.0,4,3,False,True
test_292,RSA-4096,asymmetric,asymmetric,1.0,RSA-4096,1.0,True,0.657,0.4,0.083,0.917,1.0,2,2,True,True
test_293,RSA-4096,asymmetric,asymmetric,1.0,RSA-4096,1.0,True,0.612,0.2,0.0,0.917,1.0,3,0,True,True
test_294,RSA-4096,asymmetric,asymmetric,1.0,RSA-4096,1.0,True,0.592,0.0,0.0,0.917,1.0,3,2,True,True
test_295,BLAKE3,hash,hash,1.0,SHA-256,0.0,True,0.102,0.1,0.0,0.917,0.95,3,2,False,True
test_296,AES-ECB,modern_symmetric,unknown,0.0,unknown,0.0,True,0.0,0.0,0.0,0.0,0.5,0,0,False,False
test_297,Caesar cipher,classical,classical,1.0,Caesar cipher,1.0,True,0.883,0.0,1.0,0.833,1.0,2,2,True,True
test_298,BLAKE3,hash,hash,1.0,SHA-256,0.0,True,0.092,0.0,0.0,0.917,0.95,2,0,False,True
test_299,SHA-3-256,hash,hash,1.0,SHA-256,0.0,True,0.103,0.1,0.0,0.929,0.98,3,2,False,True
test_300,AES-ECB,modern_symmetric,modern symmetric,1.0,AES-ECB,1.0,True,0.603,0.033,0.0,1.0,0.85,4,4,True,True
test_301,RSA-4096,asymmetric,asymmetric,1.0,RSA-4096,1.0,True,0.6,0.0,0.0,1.0,1.0,3,2,True,True
test_302,AES-CBC,modern_symmetric,modern symmetric,1.0,AES-CBC,1.0,True,0.618,0.3,0.0,0.875,0.92,3,3,True,True
test_303,Ed25519,asymmetric,asymmetric,1.0,Ed25519,1.0,True,0.683,1.0,0.0,0.833,0.98,4,2,True,True
test_304,AES-ECB,modern_symmetric,modern symmetric,1.0,AES-ECB,1.0,True,0.6,0.0,0.0,1.0,0.95,3,3,True,True
test_305,AES-CTR,modern_symmetric,modern symmetric,1.0,AES-CTR,1.0,True,0.586,0.0,0.0,0.857,0.9,3,2,True,True
test_306,AES-ECB,modern_symmetric,modern symmetric,1.0,AES-ECB,1.0,True,0.589,0.033,0.0,0.857,0.95,4,4,True,True
test_307,SHA-3-256,hash,hash,1.0,SHA-256,0.0,True,0.102,0.1,0.0,0.917,0.95,3,2,False,True
test_308,Substitution cipher,classical,classical,1.0,Vigenère cipher,0.0,True,0.102,0.1,0.0,0.917,0.85,5,4,False,True
test_309,Ed25519,asymmetric,asymmetric,1.0,Ed25519,1.0,True,0.612,0.2,0.0,0.917,1.0,2,0,True,True
test_310,AES-ECB,modern_symmetric,modern symmetric,1.0,AES-CBC,0.0,True,0.11,0.1,0.0,1.0,0.75,3,3,False,True
test_311,Substitution cipher,classical,classical,1.0,Substitution cipher,1.0,True,0.667,0.3,0.125,1.0,0.95,4,3,True,True
test_312,AES-CTR,modern_symmetric,modern symmetric,1.0,AES-CTR,1.0,True,0.613,0.0,0.083,0.875,0.95,3,3,True,True
test_313,SHA-256,hash,hash,1.0,SHA-256,1.0,True,0.632,0.4,0.0,0.917,1.0,2,2,True,True
test_314,Caesar cipher,classical,classical,1.0,Caesar cipher,1.0,True,0.983,1.0,1.0,0.833,1.0,3,3,True,True
test_315,ECDSA (P-256),asymmetric,asymmetric,1.0,ECDSA (P-256),1.0,True,0.613,0.2,0.0,0.929,1.0,3,0,True,True
test_316,RSA-2048,asymmetric,asymmetric,1.0,RSA-2048,1.0,True,0.612,0.2,0.0,0.917,1.0,3,0,True,True
test_317,BLAKE3,hash,hash,1.0,SHA-256,0.0,True,0.102,0.1,0.0,0.917,0.95,3,3,False,True
test_318,ECDSA (P-256),asymmetric,asymmetric,1.0,ECDSA (P-256),1.0,True,0.613,0.2,0.0,0.929,0.99,3,0,True,True
test_319,Caesar cipher,classical,classical,1.0,Substitution cipher,0.0,True,0.134,0.1,0.143,0.812,0.95,4,3,False,True
test_320,Substitution cipher,classical,classical,1.0,Substitution cipher,1.0,True,0.901,0.3,1.0,0.714,1.0,4,3,True,True
test_321,ChaCha20-Poly1305,modern_symmetric,modern symmetric,1.0,AES-GCM,0.0,True,0.1,0.1,0.0,0.9,0.95,3,2,False,True
test_322,AES-CTR,modern_symmetric,modern symmetric,1.0,AES-CTR,1.0,True,0.583,0.0,0.0,0.833,0.9,2,2,True,True
test_323,SHA-256,hash,hash,1.0,SHA-256,1.0,True,0.692,1.0,0.0,0.917,1.0,3,2,True,True
test_324,BLAKE3,hash,hash,1.0,SHA-256,0.0,True,0.09,0.0,0.0,0.9,0.95,2,0,False,True
test_325,ECDSA (P-256),asymmetric,asymmetric,1.0,ECDSA (P-256),1.0,True,0.593,0.0,0.0,0.929,1.0,3,2,True,True
test_326,RSA-2048,asymmetric,asymmetric,1.0,RSA-2048,1.0,True,0.623,0.233,0.0,1.0,1.0,4,2,True,True
test_327,Ed25519,asymmetric,asymmetric,1.0,Ed25519,1.0,True,0.62,0.2,0.0,1.0,0.98,3,0,True,True
test_328,BLAKE3,hash,hash,1.0,SHA-256,0.0,True,0.1,0.1,0.0,0.9,0.95,2,2,False,True
test_329,RSA-4096,asymmetric,asymmetric,1.0,RSA-4096,1.0,True,0.62,0.2,0.0,1.0,1.0,2,0,True,True
test_330,Caesar cipher,classical,classical,1.0,Caesar cipher,1.0,True,0.624,0.467,0.0,0.773,1.0,4,4,True,True
test_331,Ed25519,asymmetric,asymmetric,1.0,Ed25519,1.0,True,0.613,0.2,0.0,0.929,1.0,2,0,True,True
test_332,BLAKE3,hash,hash,1.0,SHA-256,0.0,True,0.09,0.1,0.0,0.8,1.0,2,1,False,True
test_333,Ed25519,asymmetric,asymmetric,1.0,Ed25519,1.0,True,0.586,0.0,0.0,0.857,0.95,3,3,True,True
test_334,RSA-2048,asymmetric,asymmetric,1.0,RSA-2048,1.0,True,0.593,0.0,0.0,0.929,1.0,3,2,True,True
test_335,RSA-4096,asymmetric,asymmetric,1.0,RSA-4096,1.0,True,0.592,0.0,0.0,0.917,1.0,2,1,True,True
test_336,RSA-4096,asymmetric,asymmetric,1.0,RSA-4096,1.0,True,0.59,0.0,0.0,0.9,1.0,3,1,True,True
test_337,Vigenère cipher,classical,classical,1.0,Substitution cipher,0.0,True,0.178,0.1,0.273,0.857,0.92,4,4,False,True
test_338,AES-CBC,modern_symmetric,modern symmetric,1.0,AES-CBC,1.0,True,0.69,0.9,0.0,1.0,0.95,3,3,True,True
test_339,AES-CTR,modern_symmetric,modern symmetric,1.0,AES-CTR,1.0,True,0.68,0.8,0.0,1.0,0.95,3,3,True,True
test_340,Substitution cipher,classical,classical,1.0,Substitution cipher,1.0,True,0.623,0.3,0.0,0.929,0.92,5,3,True,True
test_341,BLAKE3,hash,hash,1.0,SHA-256,0.0,True,0.11,0.1,0.0,1.0,1.0,2,1,False,True
test_342,RSA-4096,asymmetric,asymmetric,1.0,RSA-4096,1.0,True,0.593,0.0,0.0,0.929,1.0,3,2,True,True
test_343,AES-CBC,modern_symmetric,modern symmetric,1.0,AES-CBC,1.0,True,0.623,0.3,0.0,0.929,0.95,3,3,True,True
test_344,AES-ECB,modern_symmetric,modern symmetric,1.0,AES-ECB,1.0,True,0.63,0.133,0.077,0.938,0.85,3,3,True,True
test_345,Caesar cipher,classical,classical,1.0,Caesar cipher,1.0,True,0.937,0.567,1.0,0.8,1.0,3,3,True,True
test_346,Vigenère cipher,classical,classical,1.0,Substitution cipher,0.0,True,0.08,0.1,0.0,0.7,0.95,5,3,False,True
test_347,AES-CBC,modern_symmetric,modern symmetric,1.0,AES-CBC,1.0,True,0.624,0.3,0.0,0.938,0.92,3,3,True,True
test_348,ECDSA (P-256),asymmetric,asymmetric,1.0,ECDSA (P-256),1.0,True,0.583,0.0,0.0,0.833,1.0,4,2,True,True
test_349,ChaCha20-Poly1305,modern_symmetric,modern symmetric,1.0,ChaCha20-Poly1305,1.0,True,0.62,0.2,0.0,1.0,0.95,3,0,True,True
test_350,Ed25519,asymmetric,asymmetric,1.0,Ed25519,1.0,True,0.586,0.0,0.0,0.857,0.95,2,2,True,True
test_351,SHA-3-256,hash,hash,1.0,SHA-256,0.0,True,0.09,0.0,0.0,0.9,0.98,3,0,False,True
test_352,RSA-2048,asymmetric,asymmetric,1.0,RSA-2048,1.0,True,0.593,0.0,0.0,0.929,1.0,3,2,True,True
test_353,ECDSA (P-256),asymmetric,asymmetric,1.0,ECDSA (P-256),1.0,True,0.6,0.0,0.0,1.0,1.0,3,2,True,True
test_354,Vigenère cipher,classical,classical,1.0,Substitution cipher,0.0,True,0.077,0.1,0.0,0.667,0.95,4,3,False,True
test_355,RSA-2048,asymmetric,asymmetric,1.0,RSA-2048,1.0,True,0.613,0.2,0.0,0.929,1.0,3,0,True,True
test_356,Substitution cipher,classical,classical,1.0,Substitution cipher,1.0,True,0.586,0.0,0.0,0.857,0.95,5,4,True,True
test_357,Ed25519,asymmetric,asymmetric,1.0,Ed25519,1.0,True,0.608,0.2,0.0,0.875,1.0,3,0,True,True
test_358,ECDSA (P-256),asymmetric,asymmetric,1.0,ECDSA (P-256),1.0,True,0.588,0.0,0.0,0.875,1.0,3,2,True,True
test_359,RSA-2048,asymmetric,asymmetric,1.0,RSA-2048,1.0,True,0.594,0.0,0.0,0.938,1.0,4,2,True,True
test_360,AES-CBC,modern_symmetric,modern symmetric,1.0,AES-CBC,1.0,True,0.626,0.4,0.0,0.857,0.95,3,2,True,True
test_361,AES-GCM,modern_symmetric,modern symmetric,1.0,AES-GCM,1.0,True,0.6,0.0,0.0,1.0,0.95,4,2,True,True
test_362,AES-GCM,modern_symmetric,modern symmetric,1.0,AES-GCM,1.0,True,0.69,0.9,0.0,1.0,0.95,2,2,True,True
test_363,SHA-3-256,hash,hash,1.0,SHA-256,0.0,True,0.102,0.1,0.0,0.917,0.95,2,1,False,True
test_364,SHA-256,hash,hash,1.0,SHA-256,1.0,True,0.613,0.3,0.0,0.833,0.95,3,3,True,True
test_365,Ed25519,asymmetric,asymmetric,1.0,Ed25519,1.0,True,0.612,0.2,0.0,0.917,1.0,3,0,True,True
test_366,RSA-2048,asymmetric,asymmetric,1.0,RSA-2048,1.0,True,0.643,0.0,0.143,1.0,1.0,3,3,True,True
test_367,BLAKE3,hash,hash,1.0,SHA-256,0.0,True,0.104,0.1,0.0,0.938,0.95,3,1,False,True
test_368,AES-CBC,modern_symmetric,modern symmetric,1.0,AES-CBC,1.0,True,0.618,0.3,0.0,0.875,0.95,3,3,True,True
test_369,RSA-4096,asymmetric,asymmetric,1.0,RSA-4096,1.0,True,0.62,0.2,0.0,1.0,1.0,3,0,True,True
test_370,RSA-4096,asymmetric,asymmetric,1.0,RSA-4096,1.0,True,0.61,0.2,0.0,0.9,1.0,2,0,True,True
test_371,AES-ECB,modern_symmetric,modern symmetric,1.0,AES-CBC,0.0,True,0.093,0.1,0.0,0.833,0.9,3,3,False,True
test_372,ECDSA (P-256),asymmetric,asymmetric,1.0,ECDSA (P-256),1.0,True,0.614,0.2,0.0,0.944,1.0,3,0,True,True
test_373,SHA-256,hash,hash,1.0,SHA-256,1.0,True,0.61,0.2,0.0,0.9,0.95,2,0,True,True
test_374,SHA-256,hash,hash,1.0,SHA-256,1.0,True,0.692,1.0,0.0,0.917,1.0,3,2,True,True
test_375,AES-CTR,modern_symmetric,modern symmetric,1.0,AES-CTR,1.0,True,0.6,0.0,0.0,1.0,0.95,3,3,True,True
test_376,RSA-2048,asymmetric,asymmetric,1.0,RSA-2048,1.0,True,0.6,0.0,0.0,1.0,1.0,3,3,True,True
test_377,Caesar cipher,classical,classical,1.0,Substitution cipher,0.0,True,0.077,0.1,0.0,0.667,0.95,4,3,False,True
test_378,RSA-4096,asymmetric,asymmetric,1.0,RSA-4096,1.0,True,0.62,0.2,0.0,1.0,1.0,3,0,True,True
test_379,Vigenère cipher,classical,classical,1.0,Substitution cipher,0.0,True,0.102,0.1,0.0,0.917,0.75,4,4,False,True
test_380,RSA-2048,asymmetric,asymmetric,1.0,RSA-2048,1.0,True,0.625,0.0,0.111,0.917,1.0,3,2,True,True
test_381,BLAKE3,hash,hash,1.0,SHA-256,0.0,True,0.11,0.1,0.0,1.0,0.9,3,2,False,True
test_382,AES-ECB,modern_symmetric,modern symmetric,1.0,AES-ECB,1.0,True,0.64,0.467,0.0,0.938,0.95,4,4,True,True
test_383,BLAKE3,hash,hash,1.0,SHA-256,0.0,True,0.094,0.0,0.0,0.938,0.95,2,0,False,True
test_384,Substitution cipher,classical,classical,1.0,Substitution cipher,1.0,True,0.618,0.3,0.0,0.875,0.95,4,3,True,True
test_385,AES-ECB,modern_symmetric,modern symmetric,1.0,AES-ECB,1.0,True,0.609,0.233,0.0,0.857,0.9,3,2,True,True
test_386,ChaCha20-Poly1305,modern_symmetric,modern symmetric,1.0,AES-GCM,0.0,True,0.103,0.1,0.0,0.929,0.95,3,1,False,True
test_387,BLAKE3,hash,hash,1.0,SHA-256,0.0,True,0.096,0.1,0.0,0.857,0.95,2,2,False,True
test_388,BLAKE3,hash,hash,1.0,SHA-256,0.0,True,0.083,0.0,0.0,0.833,0.95,2,0,False,True
test_389,BLAKE3,hash,hash,1.0,SHA-256,0.0,True,0.085,0.1,0.0,0.75,0.95,2,1,False,True
test_390,AES-CBC,modern_symmetric,modern symmetric,1.0,AES-CBC,1.0,True,0.63,0.3,0.0,1.0,0.9,3,3,True,True
test_391,RSA-2048,asymmetric,asymmetric,1.0,RSA-2048,1.0,True,0.6,0.0,0.0,1.0,1.0,3,2,True,True
test_392,RSA-2048,asymmetric,asymmetric,1.0,RSA-2048,1.0,True,0.613,0.2,0.0,0.929,1.0,4,0,True,True
test_393,BLAKE3,hash,hash,1.0,SHA-256,0.0,True,0.1,0.1,0.0,0.9,0.95,3,1,False,True
test_394,BLAKE3,hash,hash,1.0,SHA-256,0.0,True,0.1,0.1,0.0,0.9,0.95,2,2,False,True
test_395,SHA-256,hash,hash,1.0,SHA-256,1.0,True,0.69,0.9,0.0,1.0,0.95,3,3,True,True
test_396,RSA-4096,asymmetric,asymmetric,1.0,RSA-4096,1.0,True,0.6,0.0,0.0,1.0,1.0,3,2,True,True
test_397,RSA-4096,asymmetric,asymmetric,1.0,RSA-4096,1.0,True,0.613,0.2,0.0,0.929,1.0,2,0,True,True
test_398,SHA-3-256,hash,hash,1.0,SHA-256,0.0,True,0.09,0.0,0.0,0.9,1.0,2,0,False,True
test_399,ECDSA (P-256),asymmetric,asymmetric,1.0,ECDSA (P-256),1.0,True,0.61,0.2,0.0,0.9,1.0,2,0,True,True
test_400,AES-CBC,modern_symmetric,modern symmetric,1.0,AES-CBC,1.0,True,0.616,0.3,0.0,0.857,0.95,3,3,True,True
test_401,Ed25519,asymmetric,asymmetric,1.0,Ed25519,1.0,True,0.603,0.2,0.0,0.833,0.95,2,0,True,True
test_402,SHA-256,hash,hash,1.0,SHA-256,1.0,True,0.69,1.0,0.0,0.9,0.95,3,2,True,True
test_403,ECDSA (P-256),asymmetric,asymmetric,1.0,ECDSA (P-256),1.0,True,0.6,0.0,0.0,1.0,1.0,3,2,True,True
test_404,AES-ECB,modern_symmetric,unknown,0.0,unknown,0.0,True,0.0,0.0,0.0,0.0,0.5,0,0,False,False
test_405,SHA-256,hash,hash,1.0,SHA-256,1.0,True,0.642,0.5,0.0,0.917,1.0,2,1,True,True
test_406,AES-CTR,modern_symmetric,modern symmetric,1.0,AES-CTR,1.0,True,0.6,0.0,0.0,1.0,0.95,3,2,True,True
test_407,ECDSA (P-256),asymmetric,asymmetric,1.0,ECDSA (P-256),1.0,True,0.62,0.2,0.0,1.0,1.0,3,0,True,True
test_408,Substitution cipher,classical,modern symmetric,0.0,AES-CTR,0.0,True,0.185,0.1,0.25,1.0,0.85,2,2,False,False
