test_id,algorithm,original_category,identified_category_by_AI,identified_category_score,identified_algorithm_by_AI,identified_algorithm_score,response_success,overall_score,vulnerability_score,decryption_score,reasoning_score,confidence,suggested_attacks_count,vulnerabilities_count,exact_match,category_match
test_203,SHA-3-256,hash,hash,1.0,SHA-256,0.0,True,0.11,0.1,0.0,1.0,0.7,4,3,False,True
test_204,RSA-4096,asymmetric,asymmetric,1.0,RSA-4096,1.0,True,0.6,0.0,0.0,1.0,0.9,3,3,True,True
test_205,AES-CTR,modern_symmetric,modern symmetric,1.0,AES-CTR,1.0,True,0.78,1.9,0.0,0.9,0.6,4,3,True,True
test_206,SHA-3-256,hash,hash,1.0,SHA-256,0.0,True,0.09,0.1,0.0,0.8,0.75,3,3,False,True
test_207,Substitution cipher,classical,classical,1.0,Substitution cipher,1.0,True,0.63,0.3,0.0,1.0,0.75,3,3,True,True
test_208,SHA-256,hash,hash,1.0,SHA-256,1.0,True,0.61,0.3,0.0,0.8,0.78,3,3,True,True
test_209,RSA-2048,asymmetric,asymmetric,1.0,RSA-2048,1.0,True,0.6,0.0,0.0,1.0,0.9,4,3,True,True
test_210,BLAKE3,hash,hash,1.0,SHA-256,0.0,True,0.11,0.1,0.0,1.0,0.6,3,3,False,True
test_211,Substitution cipher,classical,unknown,0.0,unknown,0.0,True,0.0,0.0,0.0,0.0,0.5,0,0,False,False
test_212,RSA-4096,asymmetric,asymmetric,1.0,RSA-4096,1.0,True,0.6,0.0,0.0,1.0,0.9,4,3,True,True
test_213,Ed25519,asymmetric,asymmetric,1.0,Ed25519,1.0,True,0.63,0.3,0.0,1.0,0.95,5,3,True,True
test_214,AES-ECB,modern_symmetric,modern symmetric,1.0,AES-CBC,0.0,True,0.093,0.1,0.0,0.833,0.7,4,3,False,True
test_215,BLAKE3,hash,hash,1.0,SHA-256,0.0,True,0.09,0.1,0.0,0.8,0.7,3,3,False,True
test_216,ChaCha20-Poly1305,modern_symmetric,modern symmetric,1.0,AES-GCM,0.0,True,0.1,0.1,0.0,0.9,0.95,4,4,False,True
test_217,Vigenère cipher,classical,classical,1.0,Vigenère cipher,1.0,True,0.622,0.3,0.0,0.917,0.7,3,3,True,True
test_218,RSA-2048,asymmetric,asymmetric,1.0,RSA-2048,1.0,True,0.603,0.033,0.0,1.0,0.92,4,4,True,True
test_219,BLAKE3,hash,hash,1.0,SHA-256,0.0,True,0.09,0.1,0.0,0.8,0.6,4,3,False,True
test_220,Substitution cipher,classical,classical,1.0,Vigenère cipher,0.0,True,0.176,0.1,0.286,0.8,0.7,4,3,False,True
test_221,SHA-3-256,hash,hash,1.0,SHA-256,0.0,True,0.11,0.1,0.0,1.0,0.6,4,3,False,True
test_222,SHA-256,hash,hash,1.0,SHA-256,1.0,True,0.62,0.3,0.0,0.9,0.6,3,3,True,True
test_223,RSA-2048,asymmetric,asymmetric,1.0,RSA-2048,1.0,True,0.6,0.0,0.0,1.0,0.95,4,4,True,True
test_224,Caesar cipher,classical,unknown,0.0,unknown,0.0,True,0.01,0.0,0.0,0.1,0.5,0,0,False,False
test_225,SHA-256,hash,unknown,0.0,unknown,0.0,True,0.0,0.0,0.0,0.0,0.5,0,0,False,False
test_226,AES-ECB,modern_symmetric,modern symmetric,1.0,AES-ECB,1.0,True,0.613,0.133,0.0,1.0,0.6,4,3,True,True
test_227,BLAKE3,hash,hash,1.0,SHA-256,0.0,True,0.09,0.1,0.0,0.8,0.7,3,3,False,True
test_228,AES-ECB,modern_symmetric,modern symmetric,1.0,AES-CBC,0.0,True,0.11,0.1,0.0,1.0,0.75,4,3,False,True
test_229,RSA-4096,asymmetric,asymmetric,1.0,RSA-4096,1.0,True,0.6,0.0,0.0,1.0,0.95,4,3,True,True
test_230,AES-CTR,modern_symmetric,modern symmetric,1.0,ChaCha20-Poly1305,0.0,True,0.11,0.1,0.0,1.0,0.6,4,3,False,True
test_231,RSA-4096,asymmetric,asymmetric,1.0,RSA-4096,1.0,True,0.6,0.0,0.0,1.0,0.3,5,4,True,True
test_232,AES-GCM,modern_symmetric,modern symmetric,1.0,AES-GCM,1.0,True,0.6,0.0,0.0,1.0,0.9,4,3,True,True
test_233,AES-CTR,modern_symmetric,modern symmetric,1.0,AES-CTR,1.0,True,0.68,0.8,0.0,1.0,0.7,3,3,True,True
test_234,ChaCha20-Poly1305,modern_symmetric,modern symmetric,1.0,AES-GCM,0.0,True,0.11,0.1,0.0,1.0,0.9,4,3,False,True
test_235,RSA-4096,asymmetric,asymmetric,1.0,RSA-4096,1.0,True,0.6,0.0,0.0,1.0,0.95,4,4,True,True
test_236,Caesar cipher,classical,classical,1.0,Vigenère cipher,0.0,True,0.1,0.1,0.0,0.9,0.6,3,3,False,True
test_237,ECDSA (P-256),asymmetric,asymmetric,1.0,ECDSA (P-256),1.0,True,0.6,0.0,0.0,1.0,0.95,4,3,True,True
test_238,Ed25519,asymmetric,asymmetric,1.0,Ed25519,1.0,True,0.6,0.0,0.0,1.0,0.95,3,3,True,True
test_239,AES-CTR,modern_symmetric,modern symmetric,1.0,ChaCha20-Poly1305,0.0,True,0.11,0.1,0.0,1.0,0.6,3,3,False,True
test_240,ECDSA (P-256),asymmetric,asymmetric,1.0,ECDSA (P-256),1.0,True,0.59,0.0,0.0,0.9,0.6,4,3,True,True
test_241,Ed25519,asymmetric,asymmetric,1.0,Ed25519,1.0,True,0.63,0.3,0.0,1.0,0.92,3,3,True,True
test_242,AES-CBC,modern_symmetric,modern symmetric,1.0,AES-CBC,1.0,True,0.622,0.3,0.0,0.917,0.8,4,3,True,True
test_243,ChaCha20-Poly1305,modern_symmetric,modern symmetric,1.0,AES-GCM,0.0,True,0.11,0.1,0.0,1.0,0.95,4,3,False,True
test_244,Substitution cipher,classical,classical,1.0,Vigenère cipher,0.0,True,0.202,0.1,0.308,1.0,0.72,3,3,False,True
test_245,ChaCha20-Poly1305,modern_symmetric,modern symmetric,1.0,AES-GCM,0.0,True,0.1,0.1,0.0,0.9,0.9,4,3,False,True
test_246,AES-GCM,modern_symmetric,modern symmetric,1.0,ChaCha20-Poly1305,0.0,True,0.11,0.1,0.0,1.0,0.9,4,3,False,True
test_247,BLAKE3,hash,hash,1.0,SHA-256,0.0,True,0.08,0.1,0.0,0.7,0.7,3,3,False,True
test_248,Caesar cipher,classical,unknown,0.0,unknown,0.0,True,0.01,0.0,0.0,0.1,0.5,0,0,False,False
test_249,RSA-4096,asymmetric,asymmetric,1.0,RSA-4096,1.0,True,0.59,0.0,0.0,0.9,0.95,4,4,True,True
test_250,Ed25519,asymmetric,asymmetric,1.0,Ed25519,1.0,True,0.63,0.3,0.0,1.0,0.95,4,3,True,True
test_251,AES-GCM,modern_symmetric,modern symmetric,1.0,AES-GCM,1.0,True,0.6,0.0,0.0,1.0,0.8,4,3,True,True
test_252,SHA-3-256,hash,hash,1.0,SHA-256,0.0,True,0.09,0.1,0.0,0.8,0.95,3,3,False,True
test_253,RSA-2048,asymmetric,asymmetric,1.0,RSA-2048,1.0,True,0.6,0.0,0.0,1.0,0.9,3,3,True,True
test_254,AES-GCM,modern_symmetric,modern symmetric,1.0,AES-GCM,1.0,True,0.6,0.0,0.0,1.0,0.9,4,3,True,True
test_255,Vigenère cipher,classical,classical,1.0,Vigenère cipher,1.0,True,0.745,0.3,0.385,1.0,0.7,3,3,True,True
test_256,Vigenère cipher,classical,classical,1.0,Vigenère cipher,1.0,True,0.63,0.3,0.0,1.0,0.7,4,3,True,True
test_257,AES-GCM,modern_symmetric,modern symmetric,1.0,ChaCha20-Poly1305,0.0,True,0.11,0.1,0.0,1.0,0.8,4,3,False,True
test_258,AES-CBC,modern_symmetric,modern symmetric,1.0,AES-CBC,1.0,True,0.68,0.8,0.0,1.0,0.7,4,4,True,True
test_259,ECDSA (P-256),asymmetric,asymmetric,1.0,ECDSA (P-256),1.0,True,0.6,0.0,0.0,1.0,0.9,3,3,True,True
test_260,AES-CTR,modern_symmetric,modern symmetric,1.0,AES-CTR,1.0,True,0.68,0.8,0.0,1.0,0.7,3,3,True,True
test_261,Substitution cipher,classical,unknown,0.0,unknown,0.0,True,0.01,0.0,0.0,0.1,0.5,0,0,False,False
test_262,RSA-2048,asymmetric,asymmetric,1.0,RSA-2048,1.0,True,0.6,0.0,0.0,1.0,0.95,4,3,True,True
test_263,Vigenère cipher,classical,classical,1.0,Vigenère cipher,1.0,True,0.63,0.3,0.0,1.0,0.8,4,3,True,True
test_264,AES-CTR,modern_symmetric,modern symmetric,1.0,ChaCha20-Poly1305,0.0,True,0.11,0.1,0.0,1.0,0.7,3,3,False,True
test_265,AES-CBC,modern_symmetric,modern symmetric,1.0,AES-CBC,1.0,True,0.63,0.3,0.0,1.0,0.9,4,3,True,True
test_266,AES-GCM,modern_symmetric,modern symmetric,1.0,ChaCha20-Poly1305,0.0,True,0.11,0.1,0.0,1.0,0.7,4,3,False,True
test_267,Vigenère cipher,classical,classical,1.0,Substitution cipher,0.0,True,0.1,0.1,0.0,0.9,0.4,3,3,False,True
test_268,SHA-3-256,hash,hash,1.0,SHA-256,0.0,True,0.1,0.1,0.0,0.9,0.7,3,3,False,True
test_269,ChaCha20-Poly1305,modern_symmetric,modern symmetric,1.0,ChaCha20-Poly1305,1.0,True,0.6,0.0,0.0,1.0,0.8,3,3,True,True
test_270,AES-CTR,modern_symmetric,modern symmetric,1.0,AES-CTR,1.0,True,0.68,0.8,0.0,1.0,0.7,4,3,True,True
test_271,SHA-3-256,hash,hash,1.0,SHA-256,0.0,True,0.09,0.1,0.0,0.8,0.7,4,3,False,True
test_272,SHA-256,hash,hash,1.0,SHA-256,1.0,True,0.62,0.4,0.0,0.8,0.9,3,2,True,True
test_273,Caesar cipher,classical,classical,1.0,Substitution cipher,0.0,True,0.1,0.1,0.0,0.9,0.4,4,3,False,True
test_274,RSA-4096,asymmetric,asymmetric,1.0,RSA-4096,1.0,True,0.62,0.2,0.0,1.0,0.95,4,4,True,True
test_275,ChaCha20-Poly1305,modern_symmetric,modern symmetric,1.0,ChaCha20-Poly1305,1.0,True,0.68,0.8,0.0,1.0,0.8,4,3,True,True
test_276,RSA-4096,asymmetric,asymmetric,1.0,RSA-4096,1.0,True,0.6,0.0,0.0,1.0,0.2,3,3,True,True
test_277,ChaCha20-Poly1305,modern_symmetric,modern symmetric,1.0,AES-GCM,0.0,True,0.11,0.1,0.0,1.0,0.95,4,3,False,True
test_278,AES-GCM,modern_symmetric,modern symmetric,1.0,ChaCha20-Poly1305,0.0,True,0.11,0.1,0.0,1.0,0.9,3,3,False,True
test_279,Substitution cipher,classical,unknown,0.0,unknown,0.0,True,0.0,0.0,0.0,0.0,0.5,0,0,False,False
test_280,SHA-256,hash,hash,1.0,SHA-256,1.0,True,0.62,0.3,0.0,0.9,0.6,3,3,True,True
test_281,SHA-256,hash,hash,1.0,SHA-256,1.0,True,0.6,0.3,0.0,0.7,0.7,3,3,True,True
test_282,Ed25519,asymmetric,asymmetric,1.0,Ed25519,1.0,True,0.62,0.3,0.0,0.9,0.95,3,3,True,True
test_283,AES-GCM,modern_symmetric,modern symmetric,1.0,ChaCha20-Poly1305,0.0,True,0.11,0.1,0.0,1.0,0.75,4,3,False,True
test_284,Ed25519,asymmetric,asymmetric,1.0,Ed25519,1.0,True,0.63,0.3,0.0,1.0,0.95,3,3,True,True
test_285,RSA-4096,asymmetric,asymmetric,1.0,RSA-4096,1.0,True,0.6,0.0,0.0,1.0,0.95,4,4,True,True
test_286,ECDSA (P-256),asymmetric,asymmetric,1.0,ECDSA (P-256),1.0,True,0.59,0.0,0.0,0.9,0.9,4,4,True,True
test_287,SHA-256,hash,hash,1.0,SHA-256,1.0,True,0.62,0.3,0.0,0.9,0.72,3,3,True,True
test_288,SHA-256,hash,hash,1.0,SHA-256,1.0,True,0.583,0.0,0.0,0.833,0.6,3,3,True,True
test_289,SHA-256,hash,hash,1.0,SHA-256,1.0,True,0.605,0.3,0.0,0.75,0.7,3,3,True,True
test_290,SHA-256,hash,hash,1.0,SHA-256,1.0,True,0.6,0.3,0.0,0.7,0.9,3,3,True,True
test_291,Caesar cipher,classical,classical,1.0,Substitution cipher,0.0,True,0.102,0.1,0.0,0.917,0.7,3,3,False,True
test_292,RSA-4096,asymmetric,asymmetric,1.0,RSA-4096,1.0,True,0.592,0.0,0.0,0.917,0.3,4,4,True,True
test_293,RSA-4096,asymmetric,asymmetric,1.0,RSA-4096,1.0,True,0.6,0.0,0.0,1.0,0.92,4,4,True,True
test_294,RSA-4096,asymmetric,asymmetric,1.0,RSA-4096,1.0,True,0.623,0.0,0.077,1.0,0.95,4,4,True,True
test_295,BLAKE3,hash,hash,1.0,SHA-256,0.0,True,0.085,0.1,0.0,0.75,0.6,3,3,False,True
test_296,AES-ECB,modern_symmetric,modern symmetric,1.0,AES-CBC,0.0,True,0.1,0.1,0.0,0.9,0.6,4,3,False,True
test_297,Caesar cipher,classical,classical,1.0,Substitution cipher,0.0,True,0.102,0.1,0.0,0.917,0.8,3,3,False,True
test_298,BLAKE3,hash,hash,1.0,SHA-256,0.0,True,0.11,0.1,0.0,1.0,0.7,3,3,False,True
test_299,SHA-3-256,hash,hash,1.0,SHA-256,0.0,True,0.09,0.1,0.0,0.8,0.8,3,3,False,True
test_300,AES-ECB,modern_symmetric,modern symmetric,1.0,AES-CBC,0.0,True,0.11,0.1,0.0,1.0,0.7,4,3,False,True
test_301,RSA-4096,asymmetric,asymmetric,1.0,RSA-4096,1.0,True,0.59,0.0,0.0,0.9,0.9,4,3,True,True
test_302,AES-CBC,modern_symmetric,modern symmetric,1.0,AES-CBC,1.0,True,0.63,0.3,0.0,1.0,0.75,4,3,True,True
test_303,Ed25519,asymmetric,asymmetric,1.0,Ed25519,1.0,True,0.67,0.9,0.0,0.8,0.95,3,3,True,True
test_304,AES-ECB,modern_symmetric,modern symmetric,1.0,AES-CBC,0.0,True,0.11,0.1,0.0,1.0,0.6,3,3,False,True
test_305,AES-CTR,modern_symmetric,modern symmetric,1.0,AES-CTR,1.0,True,0.79,1.9,0.0,1.0,0.8,3,3,True,True
test_306,AES-ECB,modern_symmetric,modern symmetric,1.0,AES-CBC,0.0,True,0.102,0.1,0.0,0.917,0.7,4,3,False,True
test_307,SHA-3-256,hash,hash,1.0,SHA-256,0.0,True,0.1,0.1,0.0,0.9,0.7,3,3,False,True
test_308,Substitution cipher,classical,classical,1.0,Vigenère cipher,0.0,True,0.09,0.1,0.0,0.8,0.7,3,3,False,True
test_309,Ed25519,asymmetric,asymmetric,1.0,Ed25519,1.0,True,0.61,0.3,0.0,0.8,0.95,3,3,True,True
test_310,AES-ECB,modern_symmetric,modern symmetric,1.0,AES-CBC,0.0,True,0.102,0.1,0.0,0.917,0.1,4,4,False,True
test_311,Substitution cipher,classical,classical,1.0,Substitution cipher,1.0,True,0.663,0.3,0.143,0.9,0.85,3,3,True,True
test_312,AES-CTR,modern_symmetric,modern symmetric,1.0,AES-CTR,1.0,True,0.6,0.0,0.0,1.0,0.7,4,3,True,True
test_313,SHA-256,hash,hash,1.0,SHA-256,1.0,True,0.57,0.0,0.0,0.7,0.75,4,3,True,True
test_314,Caesar cipher,classical,unknown,0.0,unknown,0.0,True,0.01,0.0,0.0,0.1,0.5,0,0,False,False
test_315,ECDSA (P-256),asymmetric,asymmetric,1.0,ECDSA (P-256),1.0,True,0.57,0.0,0.0,0.7,0.9,4,3,True,True
test_316,RSA-2048,asymmetric,asymmetric,1.0,RSA-2048,1.0,True,0.6,0.0,0.0,1.0,0.24,4,4,True,True
test_317,BLAKE3,hash,hash,1.0,SHA-256,0.0,True,0.1,0.1,0.0,0.9,0.7,3,3,False,True
test_318,ECDSA (P-256),asymmetric,asymmetric,1.0,ECDSA (P-256),1.0,True,0.59,0.0,0.0,0.9,0.9,4,3,True,True
test_319,Caesar cipher,classical,classical,1.0,Substitution cipher,0.0,True,0.1,0.1,0.0,0.9,0.55,3,3,False,True
test_320,Substitution cipher,classical,classical,1.0,Substitution cipher,1.0,True,0.622,0.3,0.0,0.917,0.7,4,3,True,True
test_321,ChaCha20-Poly1305,modern_symmetric,modern symmetric,1.0,AES-GCM,0.0,True,0.11,0.1,0.0,1.0,0.2,4,4,False,True
test_322,AES-CTR,modern_symmetric,modern symmetric,1.0,AES-CTR,1.0,True,0.68,0.8,0.0,1.0,0.6,3,3,True,True
test_323,SHA-256,hash,hash,1.0,SHA-256,1.0,True,0.58,0.0,0.0,0.8,0.7,4,3,True,True
test_324,BLAKE3,hash,hash,1.0,SHA-256,0.0,True,0.1,0.1,0.0,0.9,0.8,3,2,False,True
test_325,ECDSA (P-256),asymmetric,asymmetric,1.0,ECDSA (P-256),1.0,True,0.6,0.0,0.0,1.0,0.95,4,3,True,True
test_326,RSA-2048,asymmetric,asymmetric,1.0,RSA-2048,1.0,True,0.6,0.0,0.0,1.0,0.9,4,4,True,True
test_327,Ed25519,asymmetric,asymmetric,1.0,Ed25519,1.0,True,0.62,0.2,0.0,1.0,0.95,4,4,True,True
test_328,BLAKE3,hash,hash,1.0,SHA-256,0.0,True,0.1,0.1,0.0,0.9,0.7,3,3,False,True
test_329,RSA-4096,asymmetric,asymmetric,1.0,RSA-4096,1.0,True,0.6,0.0,0.0,1.0,0.92,3,3,True,True
test_330,Caesar cipher,classical,classical,1.0,Caesar cipher,1.0,True,0.927,0.567,1.0,0.7,0.95,3,3,True,True
test_331,Ed25519,asymmetric,asymmetric,1.0,Ed25519,1.0,True,0.62,0.3,0.0,0.9,0.95,4,3,True,True
test_332,BLAKE3,hash,hash,1.0,SHA-256,0.0,True,0.1,0.1,0.0,0.9,0.8,3,3,False,True
test_333,Ed25519,asymmetric,asymmetric,1.0,ECDSA (P-256),0.0,True,0.102,0.1,0.0,0.917,0.95,4,4,False,True
test_334,RSA-2048,asymmetric,asymmetric,1.0,RSA-2048,1.0,True,0.6,0.0,0.0,1.0,0.9,4,3,True,True
test_335,RSA-4096,asymmetric,asymmetric,1.0,RSA-4096,1.0,True,0.6,0.0,0.0,1.0,0.95,5,4,True,True
test_336,RSA-4096,asymmetric,asymmetric,1.0,RSA-4096,1.0,True,0.6,0.0,0.0,1.0,0.92,4,3,True,True
test_337,Vigenère cipher,classical,classical,1.0,Caesar cipher,0.0,True,0.137,0.1,0.091,1.0,0.6,3,3,False,True
test_338,AES-CBC,modern_symmetric,modern symmetric,1.0,AES-CBC,1.0,True,0.63,0.3,0.0,1.0,0.9,4,3,True,True
test_339,AES-CTR,modern_symmetric,modern symmetric,1.0,AES-CTR,1.0,True,0.68,0.8,0.0,1.0,0.7,3,3,True,True
test_340,Substitution cipher,classical,unknown,0.0,unknown,0.0,True,0.0,0.0,0.0,0.0,0.5,0,0,False,False
test_341,BLAKE3,hash,hash,1.0,SHA-256,0.0,True,0.1,0.1,0.0,0.9,0.75,3,3,False,True
test_342,RSA-4096,asymmetric,asymmetric,1.0,RSA-4096,1.0,True,0.6,0.0,0.0,1.0,0.95,4,4,True,True
test_343,AES-CBC,modern_symmetric,modern symmetric,1.0,AES-CBC,1.0,True,0.69,0.9,0.0,1.0,0.9,4,3,True,True
test_344,AES-ECB,modern_symmetric,modern symmetric,1.0,AES-CBC,0.0,True,0.1,0.1,0.0,0.9,0.6,3,3,False,True
test_345,Caesar cipher,classical,classical,1.0,Vigenère cipher,0.0,True,0.217,0.1,0.385,0.917,0.6,3,3,False,True
test_346,Vigenère cipher,classical,classical,1.0,Substitution cipher,0.0,True,0.1,0.1,0.0,0.9,0.7,3,3,False,True
test_347,AES-CBC,modern_symmetric,modern symmetric,1.0,AES-CBC,1.0,True,0.68,0.8,0.0,1.0,0.9,4,4,True,True
test_348,ECDSA (P-256),asymmetric,asymmetric,1.0,ECDSA (P-256),1.0,True,0.6,0.0,0.0,1.0,0.95,5,3,True,True
test_349,ChaCha20-Poly1305,modern_symmetric,modern symmetric,1.0,AES-GCM,0.0,True,0.11,0.1,0.0,1.0,0.9,4,3,False,True
test_350,Ed25519,asymmetric,asymmetric,1.0,Ed25519,1.0,True,0.62,0.3,0.0,0.9,0.95,3,3,True,True
test_351,SHA-3-256,hash,hash,1.0,SHA-256,0.0,True,0.1,0.1,0.0,0.9,0.9,3,3,False,True
test_352,RSA-2048,asymmetric,asymmetric,1.0,RSA-2048,1.0,True,0.603,0.033,0.0,1.0,0.95,4,4,True,True
test_353,ECDSA (P-256),asymmetric,asymmetric,1.0,ECDSA (P-256),1.0,True,0.58,0.0,0.0,0.8,0.95,4,3,True,True
test_354,Vigenère cipher,classical,classical,1.0,Vigenère cipher,1.0,True,0.792,0.3,0.538,1.0,0.6,3,3,True,True
test_355,RSA-2048,asymmetric,asymmetric,1.0,RSA-2048,1.0,True,0.6,0.0,0.0,1.0,0.95,4,4,True,True
test_356,Substitution cipher,classical,classical,1.0,Vigenère cipher,0.0,True,0.14,0.1,0.1,1.0,0.65,4,4,False,True
test_357,Ed25519,asymmetric,asymmetric,1.0,Ed25519,1.0,True,0.63,0.3,0.0,1.0,0.95,3,3,True,True
test_358,ECDSA (P-256),asymmetric,asymmetric,1.0,ECDSA (P-256),1.0,True,0.59,0.0,0.0,0.9,0.95,4,3,True,True
test_359,RSA-2048,asymmetric,asymmetric,1.0,RSA-2048,1.0,True,0.6,0.0,0.0,1.0,0.9,5,4,True,True
test_360,AES-CBC,modern_symmetric,modern symmetric,1.0,AES-CBC,1.0,True,0.63,0.3,0.0,1.0,0.9,4,3,True,True
test_361,AES-GCM,modern_symmetric,modern symmetric,1.0,AES-GCM,1.0,True,0.67,0.7,0.0,1.0,0.95,4,4,True,True
test_362,AES-GCM,modern_symmetric,modern symmetric,1.0,AES-GCM,1.0,True,0.68,0.8,0.0,1.0,0.75,4,3,True,True
test_363,SHA-3-256,hash,hash,1.0,SHA-256,0.0,True,0.09,0.1,0.0,0.8,0.8,4,3,False,True
test_364,SHA-256,hash,hash,1.0,SHA-256,1.0,True,0.63,0.4,0.0,0.9,0.9,3,2,True,True
test_365,Ed25519,asymmetric,asymmetric,1.0,Ed25519,1.0,True,0.63,0.3,0.0,1.0,0.95,4,3,True,True
test_366,RSA-2048,asymmetric,asymmetric,1.0,RSA-2048,1.0,True,0.6,0.0,0.0,1.0,0.9,4,4,True,True
test_367,BLAKE3,hash,hash,1.0,SHA-256,0.0,True,0.1,0.1,0.0,0.9,0.6,4,3,False,True
test_368,AES-CBC,modern_symmetric,modern symmetric,1.0,AES-CBC,1.0,True,0.682,0.9,0.0,0.917,0.8,3,3,True,True
test_369,RSA-4096,asymmetric,asymmetric,1.0,RSA-4096,1.0,True,0.6,0.0,0.0,1.0,0.93,4,4,True,True
test_370,RSA-4096,asymmetric,asymmetric,1.0,RSA-4096,1.0,True,0.6,0.0,0.0,1.0,0.95,5,5,True,True
test_371,AES-ECB,modern_symmetric,modern symmetric,1.0,AES-CBC,0.0,True,0.1,0.1,0.0,0.9,0.15,4,3,False,True
test_372,ECDSA (P-256),asymmetric,asymmetric,1.0,ECDSA (P-256),1.0,True,0.63,0.3,0.0,1.0,0.9,3,3,True,True
test_373,SHA-256,hash,hash,1.0,SHA-256,1.0,True,0.61,0.3,0.0,0.8,0.8,4,3,True,True
test_374,SHA-256,hash,hash,1.0,SHA-256,1.0,True,0.6,0.3,0.0,0.7,0.6,3,3,True,True
test_375,AES-CTR,modern_symmetric,modern symmetric,1.0,AES-CTR,1.0,True,0.68,0.8,0.0,1.0,0.6,4,3,True,True
test_376,RSA-2048,asymmetric,asymmetric,1.0,RSA-2048,1.0,True,0.592,0.0,0.0,0.917,0.9,3,3,True,True
test_377,Caesar cipher,classical,classical,1.0,Caesar cipher,1.0,True,0.947,0.567,1.0,0.9,0.98,3,3,True,True
test_378,RSA-4096,asymmetric,asymmetric,1.0,RSA-4096,1.0,True,0.6,0.0,0.0,1.0,0.9,4,3,True,True
test_379,Vigenère cipher,classical,classical,1.0,Substitution cipher,0.0,True,0.093,0.1,0.0,0.833,0.3,4,3,False,True
test_380,RSA-2048,asymmetric,asymmetric,1.0,RSA-2048,1.0,True,0.6,0.0,0.0,1.0,0.92,4,4,True,True
test_381,BLAKE3,hash,hash,1.0,SHA-256,0.0,True,0.09,0.1,0.0,0.8,0.6,3,3,False,True
test_382,AES-ECB,modern_symmetric,modern symmetric,1.0,AES-CBC,0.0,True,0.09,0.1,0.0,0.8,0.7,4,3,False,True
test_383,BLAKE3,hash,hash,1.0,SHA-256,0.0,True,0.1,0.1,0.0,0.9,0.9,4,2,False,True
test_384,Substitution cipher,classical,unknown,0.0,unknown,0.0,True,0.01,0.0,0.0,0.1,0.5,0,0,False,False
test_385,AES-ECB,modern_symmetric,modern symmetric,1.0,AES-CBC,0.0,True,0.11,0.1,0.0,1.0,0.7,4,4,False,True
test_386,ChaCha20-Poly1305,modern_symmetric,modern symmetric,1.0,AES-GCM,0.0,True,0.11,0.1,0.0,1.0,0.8,4,4,False,True
test_387,BLAKE3,hash,hash,1.0,SHA-256,0.0,True,0.09,0.1,0.0,0.8,0.9,4,3,False,True
test_388,BLAKE3,hash,hash,1.0,SHA-256,0.0,True,0.09,0.1,0.0,0.8,0.6,3,3,False,True
test_389,BLAKE3,hash,hash,1.0,SHA-256,0.0,True,0.09,0.1,0.0,0.8,0.72,3,3,False,True
test_390,AES-CBC,modern_symmetric,modern symmetric,1.0,AES-CBC,1.0,True,0.62,0.3,0.0,0.9,0.9,4,3,True,True
test_391,RSA-2048,asymmetric,asymmetric,1.0,RSA-2048,1.0,True,0.6,0.0,0.0,1.0,0.12,3,3,True,True
test_392,RSA-2048,asymmetric,asymmetric,1.0,RSA-2048,1.0,True,0.6,0.0,0.0,1.0,0.9,3,3,True,True
test_393,BLAKE3,hash,hash,1.0,SHA-256,0.0,True,0.11,0.1,0.0,1.0,0.6,3,3,False,True
test_394,BLAKE3,hash,hash,1.0,SHA-256,0.0,True,0.1,0.1,0.0,0.9,0.6,4,3,False,True
test_395,SHA-256,hash,hash,1.0,SHA-256,1.0,True,0.622,0.3,0.0,0.917,0.7,3,3,True,True
test_396,RSA-4096,asymmetric,asymmetric,1.0,RSA-4096,1.0,True,0.63,0.3,0.0,1.0,0.92,5,3,True,True
test_397,RSA-4096,asymmetric,asymmetric,1.0,RSA-4096,1.0,True,0.6,0.0,0.0,1.0,0.95,4,3,True,True
test_398,SHA-3-256,hash,hash,1.0,SHA-256,0.0,True,0.08,0.1,0.0,0.7,0.72,4,3,False,True
test_399,ECDSA (P-256),asymmetric,asymmetric,1.0,ECDSA (P-256),1.0,True,0.6,0.0,0.0,1.0,0.9,4,3,True,True
test_400,AES-CBC,modern_symmetric,modern symmetric,1.0,AES-CBC,1.0,True,0.63,0.3,0.0,1.0,0.9,4,3,True,True
test_401,Ed25519,asymmetric,asymmetric,1.0,Ed25519,1.0,True,0.68,0.9,0.0,0.9,0.92,3,3,True,True
test_402,SHA-256,hash,hash,1.0,SHA-256,1.0,True,0.62,0.3,0.0,0.9,0.7,3,3,True,True
test_403,ECDSA (P-256),asymmetric,asymmetric,1.0,ECDSA (P-256),1.0,True,0.59,0.0,0.0,0.9,0.95,4,3,True,True
test_404,AES-ECB,modern_symmetric,modern symmetric,1.0,AES-CBC,0.0,True,0.11,0.1,0.0,1.0,0.6,4,3,False,True
test_405,SHA-256,hash,hash,1.0,SHA-256,1.0,True,0.61,0.4,0.0,0.7,0.75,4,2,True,True
test_406,AES-CTR,modern_symmetric,modern symmetric,1.0,AES-CTR,1.0,True,0.68,0.8,0.0,1.0,0.6,4,3,True,True
test_407,ECDSA (P-256),asymmetric,asymmetric,1.0,ECDSA (P-256),1.0,True,0.63,0.3,0.0,1.0,0.9,4,3,True,True
test_408,Substitution cipher,classical,classical,1.0,Substitution cipher,1.0,True,0.61,0.3,0.0,0.8,0.6,3,3,True,True
